"activitat_id","activitat","aula_id","startdate","duedate","grade"
"1472","(OPCIONAL) Problema 3c.19: Seqüència de senars? (while)","114","0","0","100"
"1473","Problema 3c.20: Màxim i mínim d'una seqüència","114","0","0","100"
"1474","(OPCIONAL) Problema 3c.22: Estadística de notes","114","0","0","100"
"1475","Problema 3c.23: És primer?","114","0","0","100"
"1476","(OPCIONAL) Problema 3c.5: Sumatori dels 10 primers valors enters","114","0","0","100"
"1477","Problema 3c.6: Sumatori d'un nombre (for)","114","0","0","100"
"1478","Problema 3c.26: Sèries numèriques","114","0","0","100"
"1479","Problema 3c.28: Positius i negatius","114","0","0","100"
"1480","Problema 3c.30: Suma, producte i mitjana","114","0","0","100"
"1481","Problema 3c.32: Potències de 2 menors que N","114","0","0","100"
"1482","Problema 3c.16: Endevina un número","114","0","0","100"
"1483","Problema 4.1: Càlcul de permutacions","114","0","0","100"
"1484","Problema 4.2: Valor aleatori","114","0","0","100"
"1485","(OPCIONAL) Problema 4.7: Centenes d'un nombre","114","0","0","100"
"1486","Problema 4.9: Potència d'un nombre","114","0","0","100"
"1487","Problema 4.11: Divisió amb sumes i restes","114","0","0","100"
"1488","Problema 4.13: Sèrie de Fibonacci","114","0","0","100"
"1489","(OPCIONAL) Problema 4.3: Alerta","114","0","0","100"
"1490","Problema 4.4: Dues xifres","114","0","0","100"
"1491","Problema 4.15: Menú calculadora","114","0","0","100"
"1492","Problema 4.17: Potències","114","0","0","100"
"1493","Problema 4.5: Divisió entera","114","0","0","100"
"1494","Problema 4.6: Actualitzar hora","114","0","0","100"
"1495","(OPCIONAL) Problema: swap","114","0","0","100"
"1496","Problema 4.21: Divisió amb sumes i restes (quocient i residu)","114","0","0","100"
"1497","(OPCIONAL) Problema 4.23: Funció màxim i mínim","114","0","0","100"
"1498","(OPCIONAL) Problema 4.24: Coordenades polars d'un punt","114","0","0","100"
"1499","Problema 4.26: Equacions quadràtiques","114","0","0","100"
"1500","Problema 4.26: Equacions quadràtiques Proves","114","0","0","100"
"1501","Problema 4.27: Àrea de figures","114","0","0","100"
"1502","Problema 4.28: Moviment d'un punt en la pantalla","114","0","0","100"
"1503","Problema 5a.1: Declarar array unidimensional","114","0","0","100"
"1504","Problema 5a.2: Inicialitzar un array","114","0","0","100"
"1505","Problema 5a.3: Nombre d'aprovats","114","0","0","100"
"1506","Problema 5a.7: Declaració i inicialització d'arrays","114","0","0","100"
"1507","Problema 5a.8: Substituir negatius","114","0","0","100"
"1508","(OPCIONAL) Problema 5a.10: Edat de començar a caminar","114","0","0","100"
"1509","Problema 5a.12: Màxim d'un vector","114","0","0","100"
"1510","Problema 5a.14: Estadística de temperatures","114","0","0","100"
"1511","Problema 5a.4: Omplir array o acabar amb el zero","114","0","0","100"
"1512","Problema 5a.5: Vector ordenat en ordre creixent","114","0","0","100"
"1513","Problema 5a.15: Vector de nombres senars","114","0","0","100"
"1514","Problema 5a.17: Vector amb suma acumulada de 25?","114","0","0","100"
"1515","Problema 5a.19: Comparació d'arrays","114","0","0","100"
"1516","Problema 5a.6: Suma de vectors","114","0","0","100"
"1517","Problema 5a.20: Llibreria vectors.h","114","0","0","100"
"1518","Problema 5a.21: Llibreria vectors.h (2ª part)","114","0","0","100"
"1519","(OPCIONAL) Problema 5a.22: Estadística temperatures (modular)","114","0","0","100"
"1520","Problema 5a.24: Histograma de temperatures","114","0","0","100"
"1521","Problema 5a.26: OrdenatDecreixent","114","0","0","100"
"1522","Problema 5a.28: BuscarPosicio","114","0","0","100"
"1523","Problema 5a.29: InversArray","114","0","0","100"
"1524","(OPCIONAL) Problema 5a.32: OrdenarVector","114","0","0","100"
"1525","Problema 5b.1: Introducció als strings","114","0","0","100"
"1526","Problema 5b.2: Comparar cadenes","114","0","0","100"
"1527","(OPCIONAL) Problema 5b.4: Bon dia","114","0","0","100"
"1528","Problema 5b.7: TrobarCaracter","114","0","0","100"
"1529","Problema 5b.8: Majuscules","114","0","0","100"
"1530","Problema 5b.10: Palindrom","114","0","0","100"
"1531","Problema 5b.17: PrimerDiferent","114","0","0","100"
"1532","Problema 5c.1: Diagonal d'una matriu","114","0","0","100"
"1533","Problema 5c.2: Suma de matrius","114","0","0","100"
"1534","Problema 5c.3: Inicialització de matrius","114","0","0","100"
"1535","Problema 5c.4: Llibreria matrius.h","114","0","0","100"
"1536","Problema 5c.6: SumaValorsMatriu","114","0","0","100"
"1537","Problema 5c.9: SimetricaMatriu","114","0","0","100"
"1538","Problema 5c.15: ProducteMatrius","114","0","0","100"
"1539","Problema 5d.1: Creació TipusAlumne","114","0","0","100"
"1540","Problema 5d.3: Llibres preferits","114","0","0","100"
"1541","Problema 5d.4: Equips de futbol","114","0","0","100"
"1542","Problema 5d.2: Creació Array TipusAlumne","114","0","0","100"
"1543","Problema 5d.7: Tipus Poligon","114","0","0","100"
"1544","Problema 5d.8: Classificació de futbol","114","0","0","100"
"1545","Entrega Practica 1: Fox Rabbit","114","1665079200","1666389300","100"
"1546","Entrega Practica 1: Fox Rabbit","114","1665338400","1665957300","100"
"1547","RECUPERACIÓ Entrega Practica 1: Fox Rabbit","114","1606388400","1671922800","100"
"1548","Entrega Practica 1: Brain Training ","114","1570797600","1635548100","100"
"1549","Entrega Practica 1: Brain Training ","114","1570797600","1635720900","100"
"1550","RECUPERACIÓ Entrega Practica 1: Brain Training","114","0","1640300100","100"
"1551","Entrega Practica 2: Duel de Pistolers","114","1571380200","1636066500","100"
"1552","Entrega Practica 2: Duel de Pistolers","114","1571553000","1636239300","100"
"1553","RECUPERACIÓ Entrega Practica 2: Duel de Pistolers","114","0","1640300100","100"
"1554","Entrega Practica 2: Rock, Paper, Scissors, Lizard, Spock","114","1571380200","1603490100","100"
"1555","Entrega Practica 2: Rock, Paper, Scissors, Lizard, Spock","114","1571553000","1603662900","100"
"1556","RECUPERACIÓ Entrega Practica 2: Rock, Paper, Scissors, Lizard, Spock","114","1606388400","1675378800","100"
"1557","Entrega Practica 3 - 4: MasterMind","114","1572529200","1637362500","100"
"1558","Entrega Practica 3 - 4: MasterMind","114","1572529200","1637535300","100"
"1559","RECUPERACIÓ Entrega Practica 3 - 4: MasterMind","114","0","1675292400","100"
"1560","Entrega Practica 5: Master Mind Multijugador","114","1571380200","1637967300","100"
"1561","Entrega Practica 5: Master Mind Multijugador","114","1571553000","1638140100","100"
"1562","RECUPERACIÓ Entrega Practica 5: Master Mind Multijugador","114","0","1640300100","100"
"1563","Entrega Pràctica 5: BlackJack","114","1604271600","1605740100","100"
"1564","Entrega Pràctica 5: BlackJack","114","1604271900","1605740100","100"
"1565","RECUPERACIÓ Entrega Pràctica 5: BlackJack","114","1606388400","1607813700","100"
"1566","Entrega Pràctica 5: Encriptació","114","0","1576745700","100"
"1567","Entrega Pràctica 5: Encriptació","114","0","1605740100","100"
"1568","RECUPERACIÓ Entrega Pràctica 5: Encriptació","114","1578826800","1578828600","100"
"1652","RECUPERACIO - Lliurament Pràctica 2: Hotels","87","0","1676069700","100"
"1862","Problema 1.1 - Hello world!!!","125","0","0","100"
"1863","Problema 1.2 - Hello world!!! ++","125","0","0","100"
"1864","PROVA Problema 3a.11: Mitjana de notes","125","0","0","100"
"1865","PROVA Problema 3a.12: Funcio Mitjana de notes","125","0","0","100"
"1866","Problema 3a.1: Càlcul edat","125","0","0","100"
"1867","Problema 3a.8: Conversió dòlars a euros","125","0","0","100"
"1868","Problema 3a.11: Mitjana de notes","125","0","0","100"
"1869","Problema 3a.13: Conversió Celsius a Fahrenheit","125","0","0","100"
"1870","Problema 3a.15: Expressions aritmètiques amb divisions","125","0","0","100"
"1871","Problema 3a.17: Unitats de miler","125","0","0","100"
"1872","Problema 3a.2: Expressions booleanes","125","0","0","100"
"1873","Problema 3a.3: Operadors lògics","125","0","0","100"
"1874","Problema 3a.4: Operadors lògics (II)","125","0","0","100"
"1875","Problema 3a.18: Inicials nom i cognom","125","0","0","100"
"1876","Problema 3a.20: Caràcters i codi ASCII","125","0","0","100"
"1877","Problema 3a.21: Expressions lògiques","125","0","0","100"
"1878","(OPCIONAL) Problema 3b.1: És de l'interval?","125","0","0","100"
"1879","Problema 3b.2: Sumar un segon","125","0","0","100"
"1880","Problema 3b.10: Edat de treballar","125","0","0","100"
"1881","Problema 3b.12: Ordenar dos nombres","125","0","0","100"
"1882","(OPCIONAL) Problema 3b.3: Positiu o negatiu?","125","0","0","100"
"1883","Problema 3b.4: Vocal o Consonant?","125","0","0","100"
"1884","Problema 3b.14: Menor o major d'edat","125","0","0","100"
"1885","Problema 3b.17: Any de traspàs","125","0","0","100"
"1886","Problema 3b.5: Positiu, negatiu o zero?","125","0","0","100"
"1887","Problema 3b.6: Càlcul Salari","125","0","0","100"
"1888","Problema 3b.19: Edat i treball","125","0","0","100"
"1889","(OPCIONAL) Problema 3b.20: Iguals o diferents?","125","0","0","100"
"1890","Problema 3b.22: Càlcul del preu final","125","0","0","100"
"1891","Problema 3b.25: Nota acta","125","0","0","100"
"1892","Problema 3b.27: El més gran de quatre números","125","0","0","100"
"1893","Problema 3b.7: Menú de tasques","125","0","0","100"
"1894","(OPCIONAL) Problema 3b.8: Vocal o consonant? (versió 2)","125","0","0","100"
"1895","Problema 3b.31: Canvi de divises","125","0","0","100"
"1896","(OPCIONAL) Problema 3b.33: Zodíac xinès","125","0","0","100"
"1897","Problema 3b.35: Morse","125","0","0","100"
"1898","Problema 3b.36: Data correcta","125","0","0","100"
"1899","(OPCIONAL) Problema 3b.37: Calculadora","125","0","0","100"
"1900","Problema 3c.1: Sumatori dels 10 primers valors enters","125","0","0","100"
"1901","(OPCIONAL) Problema 3c.2: Sumatori d'un nombre (do-while)","125","0","0","100"
"1902","Problema 3c.8: Mitjana d'una seqüència","125","0","0","100"
"1903","Problema 3c.10: Seqüència de senars?","125","0","0","100"
"1904","Problema 3c.12: Rellotge digital","125","0","0","100"
"1905","Problema 3c.15: Calculadora multi-operació","125","0","0","100"
"1906","(OPCIONAL) Problema 3c.3: Sumatori dels 10 primers valors enters","125","0","0","100"
"1907","Problema 3c.4: Sumatori d'un nombre (while)","125","0","0","100"
"1908","Problema 3c.17: Mitjana d'una seqüència (while)","125","0","0","100"
"1909","(OPCIONAL) Problema 3c.19: Seqüència de senars? (while)","125","0","0","100"
"1910","Problema 3c.20: Màxim i mínim d'una seqüència","125","0","0","100"
"1911","(OPCIONAL) Problema 3c.22: Estadística de notes","125","0","0","100"
"1912","Problema 3c.23: És primer?","125","0","0","100"
"1913","(OPCIONAL) Problema 3c.5: Sumatori dels 10 primers valors enters","125","0","0","100"
"1914","Problema 3c.6: Sumatori d'un nombre (for)","125","0","0","100"
"1915","Problema 3c.26: Sèries numèriques","125","0","0","100"
"1916","Problema 3c.28: Positius i negatius","125","0","0","100"
"1917","Problema 3c.30: Suma, producte i mitjana","125","0","0","100"
"1918","Problema 3c.32: Potències de 2 menors que N","125","0","0","100"
"1919","Problema 3c.16: Endevina un número","125","0","0","100"
"1920","Problema 4.1: Càlcul de permutacions","125","0","0","100"
"1921","Problema 4.2: Valor aleatori","125","0","0","100"
"1922","(OPCIONAL) Problema 4.7: Centenes d'un nombre","125","0","0","100"
"1923","Problema 4.9: Potència d'un nombre","125","0","0","100"
"1924","Problema 4.11: Divisió amb sumes i restes","125","0","0","100"
"1925","Problema 4.13: Sèrie de Fibonacci","125","0","0","100"
"1926","(OPCIONAL) Problema 4.3: Alerta","125","0","0","100"
"1927","Problema 4.4: Dues xifres","125","0","0","100"
"1928","Problema 4.15: Menú calculadora","125","0","0","100"
"1929","Problema 4.17: Potències","125","0","0","100"
"1930","Problema 4.5: Divisió entera","125","0","0","100"
"1931","Problema 4.6: Actualitzar hora","125","0","0","100"
"1932","(OPCIONAL) Problema: swap","125","0","0","100"
"1933","Problema 4.21: Divisió amb sumes i restes (quocient i residu)","125","0","0","100"
"1934","(OPCIONAL) Problema 4.23: Funció màxim i mínim","125","0","0","100"
"1935","(OPCIONAL) Problema 4.24: Coordenades polars d'un punt","125","0","0","100"
"1936","Problema 4.26: Equacions quadràtiques","125","0","0","100"
"1937","Problema 4.26: Equacions quadràtiques Proves","125","0","0","100"
"1938","Problema 4.27: Àrea de figures","125","0","0","100"
"1939","Problema 4.28: Moviment d'un punt en la pantalla","125","0","0","100"
"1940","Problema 5a.1: Declarar array unidimensional","125","0","0","100"
"1941","Problema 5a.2: Inicialitzar un array","125","0","0","100"
"1942","Problema 5a.3: Nombre d'aprovats","125","0","0","100"
"1943","Problema 5a.7: Declaració i inicialització d'arrays","125","0","0","100"
"1944","Problema 5a.8: Substituir negatius","125","0","0","100"
"1945","(OPCIONAL) Problema 5a.10: Edat de començar a caminar","125","0","0","100"
"1946","Problema 5a.12: Màxim d'un vector","125","0","0","100"
"1947","Problema 5a.14: Estadística de temperatures","125","0","0","100"
"1948","Problema 5a.4: Omplir array o acabar amb el zero","125","0","0","100"
"1949","Problema 5a.5: Vector ordenat en ordre creixent","125","0","0","100"
"1950","Problema 5a.15: Vector de nombres senars","125","0","0","100"
"1951","Problema 5a.17: Vector amb suma acumulada de 25?","125","0","0","100"
"1952","Problema 5a.19: Comparació d'arrays","125","0","0","100"
"1953","Problema 5a.6: Suma de vectors","125","0","0","100"
"1954","Problema 5a.20: Llibreria vectors.h","125","0","0","100"
"1955","Problema 5a.21: Llibreria vectors.h (2ª part)","125","0","0","100"
"1956","(OPCIONAL) Problema 5a.22: Estadística temperatures (modular)","125","0","0","100"
"1957","Problema 5a.24: Histograma de temperatures","125","0","0","100"
"1958","Problema 5a.26: OrdenatDecreixent","125","0","0","100"
"1959","Problema 5a.28: BuscarPosicio","125","0","0","100"
"1960","Problema 5a.29: InversArray","125","0","0","100"
"1961","(OPCIONAL) Problema 5a.32: OrdenarVector","125","0","0","100"
"1962","Problema 5b.1: Introducció als strings","125","0","0","100"
"1963","Problema 5b.2: Comparar cadenes","125","0","0","100"
"1964","(OPCIONAL) Problema 5b.4: Bon dia","125","0","0","100"
"1965","Problema 5b.7: TrobarCaracter","125","0","0","100"
"1966","Problema 5b.8: Majuscules","125","0","0","100"
"1967","Problema 5b.10: Palindrom","125","0","0","100"
"1968","Problema 5b.17: PrimerDiferent","125","0","0","100"
"1969","Problema 5c.1: Diagonal d'una matriu","125","0","0","100"
"1970","Problema 5c.2: Suma de matrius","125","0","0","100"
"1971","Problema 5c.3: Inicialització de matrius","125","0","0","100"
"1972","Problema 5c.4: Llibreria matrius.h","125","0","0","100"
"1973","Problema 5c.6: SumaValorsMatriu","125","0","0","100"
"1974","Problema 5c.9: SimetricaMatriu","125","0","0","100"
"1975","Problema 5c.15: ProducteMatrius","125","0","0","100"
"1976","Problema 5d.1: Creació TipusAlumne","125","0","0","100"
"1977","Problema 5d.3: Llibres preferits","125","0","0","100"
"1978","Problema 5d.4: Equips de futbol","125","0","0","100"
"1979","Problema 5d.2: Creació Array TipusAlumne","125","0","0","100"
"1980","Problema 5d.7: Tipus Poligon","125","0","0","100"
"1981","Problema 5d.8: Classificació de futbol","125","0","0","100"
"1982","Entrega Practica 1: Fox Rabbit","125","1665079200","1666389300","100"
"1983","Entrega Practica 1: Fox Rabbit","125","1665338400","1665957300","100"
"1984","RECUPERACIÓ Entrega Practica 1: Fox Rabbit","125","1606388400","1671922800","100"
"1985","Entrega Practica 1: Brain Training ","125","1570797600","1635548100","100"
"1986","Entrega Practica 1: Brain Training ","125","1570797600","1635720900","100"
"1987","RECUPERACIÓ Entrega Practica 1: Brain Training","125","0","1640300100","100"
"1988","Entrega Practica 2: Duel de Pistolers","125","1571380200","1636066500","100"
"1989","Entrega Practica 2: Duel de Pistolers","125","1571553000","1636239300","100"
"1990","RECUPERACIÓ Entrega Practica 2: Duel de Pistolers","125","0","1640300100","100"
"1991","Entrega Practica 2: Rock, Paper, Scissors, Lizard, Spock","125","1571380200","1603490100","100"
"1992","Entrega Practica 2: Rock, Paper, Scissors, Lizard, Spock","125","1571553000","1603662900","100"
"1993","RECUPERACIÓ Entrega Practica 2: Rock, Paper, Scissors, Lizard, Spock","125","1606388400","1675378800","100"
"1994","Entrega Practica 3 - 4: MasterMind","125","1572529200","1637362500","100"
"1995","Entrega Practica 3 - 4: MasterMind","125","1572529200","1637535300","100"
"1996","RECUPERACIÓ Entrega Practica 3 - 4: MasterMind","125","0","1675292400","100"
"1997","Entrega Practica 5: Master Mind Multijugador","125","1571380200","1637967300","100"
"1998","Entrega Practica 5: Master Mind Multijugador","125","1571553000","1638140100","100"
"1999","RECUPERACIÓ Entrega Practica 5: Master Mind Multijugador","125","0","1640300100","100"
"2000","Entrega Pràctica 5: BlackJack","125","1604271600","1605740100","100"
"2001","Entrega Pràctica 5: BlackJack","125","1604271900","1605740100","100"
"2002","RECUPERACIÓ Entrega Pràctica 5: BlackJack","125","1606388400","1607813700","100"
"2003","Entrega Pràctica 5: Encriptació","125","0","1576745700","100"
"2004","Entrega Pràctica 5: Encriptació","125","0","1605740100","100"
"2005","RECUPERACIÓ Entrega Pràctica 5: Encriptació","125","1578826800","1578828600","100"
"2006","Problema 1.1 - Hello world!!!","126","0","0","100"
"2007","Problema 1.2 - Hello world!!! ++","126","0","0","100"
"2008","Problema 3a.1: Càlcul edat","126","0","0","100"
"2009","Problema 3a.8: Conversió dòlars a euros","126","0","0","100"
"2010","Problema 3a.11: Mitjana de notes","126","0","0","100"
"2011","Problema 3a.13: Conversió Celsius a Fahrenheit","126","0","0","100"
"2012","Problema 3a.15: Expressions aritmètiques amb divisions","126","0","0","100"
"2013","Problema 3a.17: Unitats de miler","126","0","0","100"
"2014","Problema 3a.2: Operadors relacionals","126","0","0","100"
"2015","Problema 3a.3: Operadors lògics","126","0","0","100"
"2016","Problema 3a.4: Operadors lògics (II)","126","0","0","100"
"2017","Problema 3a.18: Nom, cognom i edat","126","0","0","100"
"2018","Problema 3a.20: Caràcters i codi ASCII","126","0","0","100"
"2019","Problema 3a.21: Expressions lògiques","126","0","0","100"
"2020","(OPCIONAL) Problema 3b.1: És de l'interval?","126","0","0","100"
"2021","Problema 3b.2: Sumar un segon","126","0","0","100"
"2022","Problema 3b.10: Edat de treballar","126","0","0","100"
"2023","Problema 3b.12: Ordenar dos nombres","126","0","0","100"
"2024","(OPCIONAL) Problema 3b.3: Positiu o negatiu?","126","0","0","100"
"2025","Problema 3b.4: Vocal o Consonant?","126","0","0","100"
"2026","Problema 3b.14: Menor o major d'edat","126","0","0","100"
"2027","Problema 3b.17: Any de traspàs","126","0","0","100"
"2028","Problema 3b.5: Positiu, negatiu o zero?","126","0","0","100"
"2029","Problema 3b.6: Càlcul Salari","126","0","0","100"
"2030","Problema 3b.19: Edat i treball","126","0","0","100"
"2031","(OPCIONAL) Problema 3b.20: Iguals o diferents?","126","0","0","100"
"2032","Problema 3b.22: Càlcul del preu final","126","0","0","100"
"2033","Problema 3b.25: Nota acta","126","0","0","100"
"2034","Problema 3b.27: El més gran de quatre números","126","0","0","100"
"2035","Problema 3b.7: Menú de tasques","126","0","0","100"
"2036","(OPCIONAL) Problema 3b.8: Vocal o consonant? (versió 2)","126","0","0","100"
"2037","Problema 3b.31: Canvi de divises","126","0","0","100"
"2038","(OPCIONAL) Problema 3b.33: Zodíac xinès","126","0","0","100"
"2039","Problema 3b.35: Morse","126","0","0","100"
"2040","Problema 3b.36: Data correcta","126","0","0","100"
"2041","Problema 3b.37: Calculadora","126","0","0","100"
"2042","Problema 3c.1: Sumatori dels 10 primers valors enters","126","0","0","100"
"2043","(OPCIONAL) Problema 3c.2: Sumatori d'un nombre (while)","126","0","0","100"
"2044","Problema 3c.8: Mitjana d'una seqüència","126","0","0","100"
"2045","(OPCIONAL) Problema 3c.10: Seqüència de senars?","126","0","0","100"
"2046","Problema 3c.12: Màxim i mínim d'una seqüència","126","0","0","100"
"2047","Problema 3c.14: Rellotge digital","126","0","0","100"
"2048","(OPCIONAL) Problema 3c.16: Estadística de notes","126","0","0","100"
"2049","Problema 3c.17: Calculadora multi-operació","126","0","0","100"
"2050","Problema 3c.19: És primer?","126","0","0","100"
"2051","(OPCIONAL) Problema 3c.3: Sumatori dels 10 primers valors enters","126","0","0","100"
"2052","Problema 3c.4: Sumatori d'un nombre (for)","126","0","0","100"
"2053","Problema 3c.22: Sèries numèriques","126","0","0","100"
"2054","Problema 3c.24: Potències de 2 fins 2^N","126","0","0","100"
"2055","Problema 3c.25: Positius i negatius","126","0","0","100"
"2056","Problema 3c.27: Suma, producte i mitjana","126","0","0","100"
"2057","Problema 4.1: Hashtags","126","0","0","100"
"2058","Problema 4.2: Canvi del format d'una data","126","0","0","100"
"2059","Problema 4.7: Subcadenes","126","0","0","100"
"2060","Problema 4.10: Cadena modificada","126","0","0","100"
"2061","(OPCIONAL) Problema 4.11: Zodíac xinès","126","0","0","100"
"2062","Problema 4.13: Dies de la setmana","126","0","0","100"
"2063","Problema 4.3: El sedàs d'Eratòstenes","126","0","0","100"
"2064","Problema 4.14: Llistes d'aprovats i suspesos","126","0","0","100"
"2065","(OPCIONAL) Problema 4.16: Partició de llista","126","0","0","100"
"2066","Problema 4.17: Menú d'operacions sobre llistes","126","0","0","100"
"2067","(OPCIONAL) Problema 4.18: Llista de llistes","126","0","0","100"
"2068","Problema 4.4: Comptar vocals en un string","126","0","0","100"
"2069","Problema 4.5: Hi ha parells?","126","0","0","100"
"2070","Problema 4.20: Substituir negatius","126","0","0","100"
"2071","Problema 4.21: Majúscules","126","0","0","100"
"2072","(OPCIONAL) Problema 4.23: Edat de començar a caminar","126","0","0","100"
"2073","(OPCIONAL) Problema 4.25: Màxim d'una llista","126","0","0","100"
"2074","Problema 4.27: Estadística de temperatures","126","0","0","100"
"2075","Problema 4.28: Histograma de vocals","126","0","0","100"
"2076","(OPCIONAL) Problema 4.30: Hi ha espais?","126","0","0","100"
"2077","(OPCIONAL) Problema 4.32: Vector de nombres senars","126","0","0","100"
"2078","Problema 4.35: Llista ordenada creixent","126","0","0","100"
"2079","Problema 4.37: Llista amb suma acumulada de 25?","126","0","0","100"
"2080","Problema 4.38: Comparació de llistes","126","0","0","100"
"2081","(OPCIONAL) Problema 4.39: PrimerDiferent","126","0","0","100"
"2082","Problema 4.40: Palindrom","126","0","0","100"
"2083","Problema 4.41: Password correcte","126","0","0","100"
"2084","Problema 4.42: El joc del penjat","126","0","0","100"
"2085","Problema 5.1: Càlcul de combinacions","126","0","0","100"
"2086","Problema 5.2: Sumar un segon (funcions)","126","0","0","100"
"2087","Problema 5.7: Centenes d'un nombre","126","0","0","100"
"2088","(OPCIONAL) Problema 5.9: Potència d'un nombre","126","0","0","100"
"2089","Problema 5.13: Sèrie de Fibonacci","126","0","0","100"
"2090","Problema 5.21: Divisió amb sumes i restes (quocient i residu)","126","0","0","100"
"2091","(OPCIONAL) Problema 5.23: Funció màxim i mínim","126","0","0","100"
"2092","Problema 5.26: Equacions quadràtiques","126","0","0","100"
"2093","Problema 5.27: Àrea de figures","126","0","0","100"
"2094","Problema 5.3: Alerta","126","0","0","100"
"2095","Problema 5.15: Menú calculadora","126","0","0","100"
"2096","(OPCIONAL) Problema 5.17: Potències","126","0","0","100"
"2097","Problema 5.4: Temps d'execució","126","0","0","100"
"2098","Problema 5.30: Suma de llistes","126","0","0","100"
"2099","Problema 5.32: Llibreria de llistes","126","0","0","100"
"2100","(OPCIONAL) Problema 5.33: Estadística temperatures (modular)","126","0","0","100"
"2101","Problema 5.34: Histograma de temperatures","126","0","0","100"
"2102","(OPCIONAL) Problema 5.36: OrdenadaDecreixent","126","0","0","100"
"2103","(OPCIONAL) Problema 5.38: BuscarPosicio","126","0","0","100"
"2104","(OPCIONAL) Problema 5.39: LlistaInversa","126","0","0","100"
"2105","Problema 5.42: OrdenarLlista","126","0","0","100"
"2106","Problema 6.1: Escriure / Llegir fitxer","126","0","0","100"
"2107","Problema 6.2: Escriure fitxer mode 'afegir'","126","0","0","100"
"2108","Problema 6.3: seek and tell","126","0","0","100"
"2109","Problema 6.5: Lectura línea a línea de text","126","0","0","100"
"2110","(OPCIONAL) Problema 6.7: Lectura de valors numèrics","126","0","0","100"
"2111","Problema 6.9: Lectura de dades estructurades","126","0","0","100"
"2112","(OPCIONAL) Problema 6.11: Escriptura taula de multiplicar","126","0","0","100"
"2113","Problema 6.13: Afegir dades a un fitxer amb format","126","0","0","100"
"2114","Problema 6.16: Codificar fitxer","126","0","0","100"
"2115","Problema 6.18: Buscar dades en fitxer","126","0","0","100"
"2116","Problema 7.1: Calculadora amb control d'errors","126","0","0","100"
"2117","Problema 7.2: KelvinToFahrenheit","126","0","0","100"
"2118","Problema 7.3: Operador d'strings","126","0","0","100"
"2119","Problema 7.4: Lectura de fitxer","126","0","0","100"
"2120","Problema 7.5: Àrea i perímetre circumferència","126","0","0","100"
"2121","Problema 8.1: Classe Fraccio","126","0","0","100"
"2122","Problema 8.4: Classe Equip","126","0","0","100"
"2123","Problema 8.5: Classe Point","126","0","0","100"
"2124","Problema 8.6: Classe Rectangle","126","0","0","100"
"2125","Problema 8.7: Classe Estudiant","126","0","0","100"
"2126","Problema 8.2: Comptes bancaris","126","0","0","100"
"2127"," Problema 8.11: Point2D i Point3D","126","0","0","100"
"2128","Problema 8.12: Comunitat Universitaria","126","0","0","100"
"2129","Problema 8.13: Poligon","126","0","0","100"
"2130"," Problema 8.14: Baralla de cartes","126","0","0","100"
"2131","Problema 9.1: Lyrics2list","126","0","0","100"
"2132","Problema 9.2: Anagrama","126","0","0","100"
"2133","Problema 9.3: Paradoxa de l'aniversari","126","0","0","100"
"2134","Problema 9.5: Bisecció","126","0","0","100"
"2135","Problema 9.6: Parelles inverses","126","0","0","100"
"2136","(OPCIONAL) Problema 9.8: Bubble Sort","126","0","0","100"
"2137","(OPCIONAL) Problema 9.9: Llistes circularment identiques","126","0","0","100"
"2138","Problema 9.11: IBEX","126","0","0","100"
"2139","(OPCIONAL) Problema 9.12 Persones","126","0","0","100"
"2140","Problema 9.13: Estadística de temperatures","126","0","0","100"
"2141","Problema 9.15 Fibonacci","126","0","0","100"
"2142","(OPCIONAL) Problema 9.16 Repetició","126","0","0","100"
"2143","Problema 9.17 Cicle","126","0","0","100"
"2144","Problema 9.18 Majuscules","126","0","0","100"
"2145","Problema 9.19 Notes","126","0","0","100"
"2146","(OPCIONAL) Problema 9.21 Circumfèrencia","126","0","0","100"
"2147","Problema 9.22 Palindrom","126","0","0","100"
"2148","Problema 9.23 Majuscules","126","0","0","100"
"2149","Problema 9.31 Suma de matrius","126","0","0","100"
"2150","Problema 9.35: Paraules úniques","126","0","0","100"
"2151","Problema 9.36: Ni si ni no ni blanc ni negre","126","0","0","100"
"2152","(OPCIONAL) Problema 9.37: Corrector ortogràfic","126","0","0","100"
"2153","Problema 9.38: Freqüència d'una paraula","126","0","0","100"
"2154","Problema 9.39: Escrutini","126","0","0","100"
"2155","(OPCIONAL) Problema 9.40: Països","126","0","0","100"
"2156","Problema 9.41: Clients","126","0","0","100"
"2157","Problema 9.46: Morse","126","0","0","100"
"2158","Problema 9.48: Crear Index","126","0","0","100"
"2159","Entrega Practica 1: Rock, Paper, Scissors, Lizard, Spock","126","1666083300","1675810500","100"
"2160","Entrega Practica 2: Funcionament","126","0","1644965700","100"
"2161","Entrega Practica 2: Classes","126","0","1644965700","100"
"2162","Entrega Practica 3: Preguntes","126","0","1644360900","100"
"2163","Entrega Practica 3: Funcions (exercicis 1 al 10)","126","0","1612824900","100"
"2164","Entrega Practica 3: Preguntes (exercici 11)","126","0","1612824900","100"
"2165","OCULT PROVES Entrega Practica 3: Preguntes (exercici 11)","126","0","1611788100","100"
"2166","Entrega Practica 2: Encriptació (part 1) ","126","0","1580425200","100"
"2167","Entrega Practica 2: Encriptació (part 2)","126","0","1580122800","100"
